TaxonId;Vetenskapligt namn;Svenskt namn;Svensk förekomst;Typ;Organismgrupp;Kategori;Rödlistekriterium;Skog (S);Jordbrukslandskap (J);Urban miljö (U);Fjäll (F);Våtmark (V);Sötvatten (L);Havsstrand (H);Marin miljö (M);Brackvatten (B)
622;Erioderma pedicellatum;värmlandslav;Ej längre bofast, ej tillfälligt förekommande;Art;Lavar;Nationellt utdöd (RE);;Viktig;;;;Förekommer;;;;
102537;Eristalis alpina;alpslamfluga;Ej längre bofast, ej tillfälligt förekommande;Art;Tvåvingar;Nationellt utdöd (RE);;Förekommer;Förekommer;;;Viktig;Viktig;;;
102538;Eristalis fratercula;skäggslamfluga;Bofast och reproducerande;Art;Tvåvingar;Kunskapsbrist (DD);;Förekommer;;;Förekommer;Förekommer;Viktig;;;
102539;Eristalis gomojunovae;polarslamfluga;Bofast och reproducerande;Art;Tvåvingar;Sårbar (VU);B1b(iii,iv)c(iv)+2b(iii,iv)c(iv);Förekommer;;;Förekommer;Viktig;Viktig;;;
102888;Ernodes articularis;;Bofast och reproducerande;Art;Sländor;Kunskapsbrist (DD);;Förekommer;;;;Förekommer;Viktig;;;
100920;Ernoporicus caucasicus;sydsvensk lindborre;Bofast och reproducerande;Art;Skalbaggar;Nära hotad (NT);B2ab(iii);Viktig;Förekommer;;;;;;;
101588;Erotides cosnardi;;Bofast och reproducerande;Art;Skalbaggar;Sårbar (VU);B2ab(iii);Viktig;Förekommer;Förekommer;;;;;;
624;Eryngium maritimum;martorn;Bofast och reproducerande;Art;Kärlväxter;Starkt hotad (EN);B2ab(i,ii,iii,iv,v);;;;;;;Viktig;;
100922;Esolus angustatus;;Ej längre bofast, ej tillfälligt förekommande;Art;Skalbaggar;Nationellt utdöd (RE);;;;;;;Viktig;;;
102437;Eteobalea tririvella;strecksilvermal;Bofast och reproducerande;Art;Fjärilar;Akut hotad (CR);B2ab(iii)c(iii,iv);;Viktig;;;;;Viktig;;
100923;Ethmia dodecea;prickig stenfrömal;Ej längre bofast, nu endast tillfälligt förekommande;Art;Fjärilar;Nationellt utdöd (RE);;Förekommer;Viktig;Förekommer;;;;;;
102438;Ethmia pyrausta;ängsrutemal;Bofast och reproducerande;Art;Fjärilar;Starkt hotad (EN);B2ab(i,ii,iii,iv,v);;Viktig;;;Viktig;;;;
100924;Ethmia quadrillella;lungörtssorgmal;Bofast och reproducerande;Art;Fjärilar;Nära hotad (NT);B1ab(iii)+2ab(iii);Viktig;;;;;;;;
206140;Etmopterus spinax;blåkäxa;Bofast och reproducerande;Art;Fiskar;Sårbar (VU);A2bd;;;;;;;;Viktig;
101199;Etorofus pubescens;hårig blombock;Bofast och reproducerande;Art;Skalbaggar;Nära hotad (NT);B2ab(iii);Viktig;;;;;;;;
236239;Euaesthetus superlatus;;Bofast och reproducerande;Art;Skalbaggar;Kunskapsbrist (DD);;;Viktig;;;;;;;
